/BIC/S2REPPER,/BIC/S2COMPANY,/BIC/S2QRT2,/BIC/S2COLUMN,/BIC/S2ROW,FISCVARNT,RECORDMODE,/BIC/S2FIGURE,Column1
309,2016003,DUMMY5,S.02.01.02      ,C0010           ,R0800           ,K4, ,0
310,2016003,DUMMY5,S.02.01.02      ,C0010           ,R0810           ,K4, ,5238830.4
311,2016003,DUMMY5,S.02.01.02      ,C0010           ,R0820           ,K4, ,16576320.6
312,2016003,DUMMY5,S.02.01.02      ,C0010           ,R0830           ,K4, ,31713406.2
313,2016003,DUMMY5,S.02.01.02      ,C0010           ,R0840           ,K4, ,14755726.8
314,2016003,DUMMY5,S.02.01.02      ,C0010           ,R0850           ,K4, ,21742668
315,2016003,DUMMY5,S.02.01.02      ,C0010           ,R0860           ,K4, ,0
316,2016003,DUMMY5,S.02.01.02      ,C0010           ,R0870           ,K4, ,21742668
317,2016003,DUMMY5,S.02.01.02      ,C0010           ,R0880           ,K4, ,4317163.8
318,2016003,DUMMY5,S.02.01.02      ,C0010           ,R0900           ,K4, ,766319594.3
319,2016003,DUMMY5,S.02.01.02      ,C0010           ,R1000           ,K4, ,85826922.8
320,2016003,DUMMY5,S.02.01.02      ,EC0021          ,ER0811          ,K4, ,0
321,2016003,DUMMY5,S.02.01.02      ,EC0021          ,R0070           ,K4, ,0
322,2016003,DUMMY5,S.02.01.02      ,EC0021          ,R0090           ,K4, ,0
323,2016003,DUMMY5,S.02.01.02      ,EC0021          ,R0100           ,K4, ,0
324,2016003,DUMMY5,S.02.01.02      ,EC0021          ,R0130           ,K4, ,0
325,2016003,DUMMY5,S.02.01.02      ,EC0021          ,R0230           ,K4, ,0
326,2016003,DUMMY5,S.02.01.02      ,EC0021          ,R0500           ,K4, ,0
327,2016003,DUMMY5,S.02.01.02      ,EC0021          ,R0800           ,K4, ,0
328,2016003,DUMMY5,S.02.01.02      ,EC0021          ,R0810           ,K4, ,0
329,2016003,DUMMY5,S.02.01.02      ,EC0021          ,R0850           ,K4, ,0
330,2016003,DUMMY5,S.02.01.02      ,EC0021          ,R0900           ,K4, ,0
331,2016003,DUMMY5,S.02.01.02      ,GAC0010         ,ER0801          ,K4, ,0
332,2016003,DUMMY5,S.02.01.02      ,GAC0010         ,ER0802          ,K4, ,0
333,2016003,DUMMY5,S.02.01.02      ,GAC0010         ,ER0803          ,K4, ,0
334,2016003,DUMMY5,S.02.01.02      ,GAC0010         ,ER0811          ,K4, ,0
335,2016003,DUMMY5,S.02.01.02      ,GAC0010         ,ER0812          ,K4, ,0
336,2016003,DUMMY5,S.02.01.02      ,GAC0010         ,ER0813          ,K4, ,0
337,2016003,DUMMY5,S.02.01.02      ,GAC0010         ,ER0814          ,K4, ,0
338,2016003,DUMMY5,S.02.01.02      ,GAC0010         ,ER0815          ,K4, ,5238830.4
339,2016003,DUMMY5,S.02.01.02      ,GAC0010         ,GAR0010         ,K4, ,0
340,2016003,DUMMY5,S.02.01.02      ,GAC0010         ,GAR0020         ,K4, ,0
341,2016003,DUMMY5,S.02.01.02      ,GAC0010         ,GAR0030         ,K4, ,0
342,2016003,DUMMY5,S.02.01.02      ,GAC0010         ,GAR0040         ,K4, ,4110399.6
343,2016003,DUMMY5,S.02.01.02      ,GAC0010         ,GAR0050         ,K4, ,165869559
344,2016003,DUMMY5,S.02.01.02      ,GAC0010         ,R0010           ,K4, ,0
345,2016003,DUMMY5,S.02.01.02      ,GAC0010         ,R0020           ,K4, ,66350044.8
346,2016003,DUMMY5,S.02.01.02      ,GAC0010         ,R0030           ,K4, ,9552721.8
347,2016003,DUMMY5,S.02.01.02      ,GAC0010         ,R0040           ,K4, ,0
348,2016003,DUMMY5,S.02.01.02      ,GAC0010         ,R0050           ,K4, ,0
349,2016003,DUMMY5,S.02.01.02      ,GAC0010         ,R0060           ,K4, ,85098421.2
350,2016003,DUMMY5,S.02.01.02      ,GAC0010         ,R0070           ,K4, ,554583032.4
351,2016003,DUMMY5,S.02.01.02      ,GAC0010         ,R0080           ,K4, ,0
352,2016003,DUMMY5,S.02.01.02      ,GAC0010         ,R0090           ,K4, ,4110399.6
353,2016003,DUMMY5,S.02.01.02      ,GAC0010         ,R0100           ,K4, ,0
354,2016003,DUMMY5,S.02.01.02      ,GAC0010         ,R0130           ,K4, ,525868808.4
355,2016003,DUMMY5,S.02.01.02      ,GAC0010         ,R0180           ,K4, ,0
356,2016003,DUMMY5,S.02.01.02      ,GAC0010         ,R0190           ,K4, ,0
357,2016003,DUMMY5,S.02.01.02      ,GAC0010         ,R0200           ,K4, ,0
358,2016003,DUMMY5,S.02.01.02      ,GAC0010         ,R0210           ,K4, ,24603824.4
359,2016003,DUMMY5,S.02.01.02      ,GAC0010         ,R0220           ,K4, ,13838152.2
360,2016003,DUMMY5,S.02.01.02      ,GAC0010         ,R0230           ,K4, ,138115.2
361,2016003,DUMMY5,S.02.01.02      ,GAC0010         ,R0270           ,K4, ,120470204.4
362,2016003,DUMMY5,S.02.01.02      ,GAC0010         ,R0280           ,K4, ,120323575.8
363,2016003,DUMMY5,S.02.01.02      ,GAC0010         ,R0310           ,K4, ,146628.6
364,2016003,DUMMY5,S.02.01.02      ,GAC0010         ,R0340           ,K4, ,0
365,2016003,DUMMY5,S.02.01.02      ,GAC0010         ,R0350           ,K4, ,0
366,2016003,DUMMY5,S.02.01.02      ,GAC0010         ,R0360           ,K4, ,124202471.4
367,2016003,DUMMY5,S.02.01.02      ,GAC0010         ,R0370           ,K4, ,4305238.2
368,2016003,DUMMY5,S.02.01.02      ,GAC0010         ,R0380           ,K4, ,24783203.4
369,2016003,DUMMY5,S.02.01.02      ,GAC0010         ,R0390           ,K4, ,0
370,2016003,DUMMY5,S.02.01.02      ,GAC0010         ,R0400           ,K4, ,0
371,2016003,DUMMY5,S.02.01.02      ,GAC0010         ,R0410           ,K4, ,9601528.8
372,2016003,DUMMY5,S.02.01.02      ,GAC0010         ,R0420           ,K4, ,13547522.4
373,2016003,DUMMY5,S.02.01.02      ,GAC0010         ,R0500           ,K4, ,1026470656
374,2016003,DUMMY5,S.02.01.02      ,GAC0010         ,R0510           ,K4, ,517466163.6
375,2016003,DUMMY5,S.02.01.02      ,GAC0010         ,R0600           ,K4, ,148923168
376,2016003,DUMMY5,S.02.01.02      ,GAC0010         ,R0690           ,K4, ,363293.4
377,2016003,DUMMY5,S.02.01.02      ,GAC0010         ,R0730           ,K4, ,7758927.6
378,2016003,DUMMY5,S.02.01.02      ,GAC0010         ,R0750           ,K4, ,0
379,2016003,DUMMY5,S.02.01.02      ,GAC0010         ,R0760           ,K4, ,0
380,2016003,DUMMY5,S.02.01.02      ,GAC0010         ,R0770           ,K4, ,90018396
381,2016003,DUMMY5,S.02.01.02      ,GAC0010         ,R0780           ,K4, ,0
382,2016003,DUMMY5,S.02.01.02      ,GAC0010         ,R0790           ,K4, ,0
383,2016003,DUMMY5,S.02.01.02      ,GAC0010         ,R0800           ,K4, ,0
384,2016003,DUMMY5,S.02.01.02      ,GAC0010         ,R0810           ,K4, ,5238830.4
385,2016003,DUMMY5,S.02.01.02      ,GAC0010         ,R0820           ,K4, ,30256384.2
386,2016003,DUMMY5,S.02.01.02      ,GAC0010         ,R0830           ,K4, ,19760375.4
387,2016003,DUMMY5,S.02.01.02      ,GAC0010         ,R0840           ,K4, ,14755726.8
388,2016003,DUMMY5,S.02.01.02      ,GAC0010         ,R0850           ,K4, ,21742668
389,2016003,DUMMY5,S.02.01.02      ,GAC0010         ,R0880           ,K4, ,4317163.8
390,2016003,DUMMY5,S.02.01.02      ,GAC0010         ,R0900           ,K4, ,860601097.2
391,2016003,DUMMY5,S.02.01.02      ,GAC0010         ,R1000           ,K4, ,165869559
392,2016003,DUMMY5,S.02.01.02      ,GAC0020         ,ER0801          ,K4, ,0
393,2016003,DUMMY5,S.02.01.02      ,GAC0020         ,ER0802          ,K4, ,0
394,2016003,DUMMY5,S.02.01.02      ,GAC0020         ,ER0803          ,K4, ,0
395,2016003,DUMMY5,S.02.01.02      ,GAC0020         ,ER0811          ,K4, ,0
396,2016003,DUMMY5,S.02.01.02      ,GAC0020         ,ER0812          ,K4, ,0
397,2016003,DUMMY5,S.02.01.02      ,GAC0020         ,ER0813          ,K4, ,0
398,2016003,DUMMY5,S.02.01.02      ,GAC0020         ,ER0814          ,K4, ,0
399,2016003,DUMMY5,S.02.01.02      ,GAC0020         ,ER0815          ,K4, ,0
400,2016003,DUMMY5,S.02.01.02      ,GAC0020         ,GAR0010         ,K4, ,0
401,2016003,DUMMY5,S.02.01.02      ,GAC0020         ,GAR0020         ,K4, ,0
402,2016003,DUMMY5,S.02.01.02      ,GAC0020         ,GAR0030         ,K4, ,0
403,2016003,DUMMY5,S.02.01.02      ,GAC0020         ,GAR0040         ,K4, ,0
404,2016003,DUMMY5,S.02.01.02      ,GAC0020         ,R0010           ,K4, ,0
405,2016003,DUMMY5,S.02.01.02      ,GAC0020         ,R0020           ,K4, ,-66350044.8
406,2016003,DUMMY5,S.02.01.02      ,GAC0020         ,R0030           ,K4, ,-9552721.8
407,2016003,DUMMY5,S.02.01.02      ,GAC0020         ,R0040           ,K4, ,6492509.4
408,2016003,DUMMY5,S.02.01.02      ,GAC0020         ,R0050           ,K4, ,0
409,2016003,DUMMY5,S.02.01.02      ,GAC0020         ,R0060           ,K4, ,0
410,2016003,DUMMY5,S.02.01.02      ,GAC0020         ,R0070           ,K4, ,2611964.4
411,2016003,DUMMY5,S.02.01.02      ,GAC0020         ,R0080           ,K4, ,0
412,2016003,DUMMY5,S.02.01.02      ,GAC0020         ,R0090           ,K4, ,0
413,2016003,DUMMY5,S.02.01.02      ,GAC0020         ,R0100           ,K4, ,0
414,2016003,DUMMY5,S.02.01.02      ,GAC0020         ,R0130           ,K4, ,2611964.4
415,2016003,DUMMY5,S.02.01.02      ,GAC0020         ,R0180           ,K4, ,0
416,2016003,DUMMY5,S.02.01.02      ,GAC0020         ,R0190           ,K4, ,0
417,2016003,DUMMY5,S.02.01.02      ,GAC0020         ,R0200           ,K4, ,0
418,2016003,DUMMY5,S.02.01.02      ,GAC0020         ,R0210           ,K4, ,0
419,2016003,DUMMY5,S.02.01.02      ,GAC0020         ,R0220           ,K4, ,0
420,2016003,DUMMY5,S.02.01.02      ,GAC0020         ,R0230           ,K4, ,0
421,2016003,DUMMY5,S.02.01.02      ,GAC0020         ,R0270           ,K4, ,-23883619.75
422,2016003,DUMMY5,S.02.01.02      ,GAC0020         ,R0280           ,K4, ,-24069355.15
423,2016003,DUMMY5,S.02.01.02      ,GAC0020         ,R0290           ,K4, ,96122846.83
424,2016003,DUMMY5,S.02.01.02      ,GAC0020         ,R0300           ,K4, ,131373.828
425,2016003,DUMMY5,S.02.01.02      ,GAC0020         ,R0310           ,K4, ,185735.4
426,2016003,DUMMY5,S.02.01.02      ,GAC0020         ,R0320           ,K4, ,0
427,2016003,DUMMY5,S.02.01.02      ,GAC0020         ,R0330           ,K4, ,332364
428,2016003,DUMMY5,S.02.01.02      ,GAC0020         ,R0340           ,K4, ,0
429,2016003,DUMMY5,S.02.01.02      ,GAC0020         ,R0350           ,K4, ,0
430,2016003,DUMMY5,S.02.01.02      ,GAC0020         ,R0360           ,K4, ,-83642226.6
431,2016003,DUMMY5,S.02.01.02      ,GAC0020         ,R0370           ,K4, ,0
432,2016003,DUMMY5,S.02.01.02      ,GAC0020         ,R0380           ,K4, ,0
433,2016003,DUMMY5,S.02.01.02      ,GAC0020         ,R0390           ,K4, ,0
434,2016003,DUMMY5,S.02.01.02      ,GAC0020         ,R0400           ,K4, ,0
435,2016003,DUMMY5,S.02.01.02      ,GAC0020         ,R0410           ,K4, ,0
436,2016003,DUMMY5,S.02.01.02      ,GAC0020         ,R0420           ,K4, ,0
437,2016003,DUMMY5,S.02.01.02      ,GAC0020         ,R0500           ,K4, ,-174324139.1
438,2016003,DUMMY5,S.02.01.02      ,GAC0020         ,R0510           ,K4, ,56869281.15
439,2016003,DUMMY5,S.02.01.02      ,GAC0020         ,R0520           ,K4, ,-459261173.6
440,2016003,DUMMY5,S.02.01.02      ,GAC0020         ,R0560           ,K4, ,-1335708.822
441,2016003,DUMMY5,S.02.01.02      ,GAC0020         ,R0600           ,K4, ,16055155.2
442,2016003,DUMMY5,S.02.01.02      ,GAC0020         ,R0610           ,K4, ,0
443,2016003,DUMMY5,S.02.01.02      ,GAC0020         ,R0650           ,K4, ,-132868012.8
444,2016003,DUMMY5,S.02.01.02      ,GAC0020         ,R0690           ,K4, ,-81924.6
445,2016003,DUMMY5,S.02.01.02      ,GAC0020         ,R0730           ,K4, ,7758927.6
446,2016003,DUMMY5,S.02.01.02      ,GAC0020         ,R0740           ,K4, ,0
447,2016003,DUMMY5,S.02.01.02      ,GAC0020         ,R0750           ,K4, ,0
448,2016003,DUMMY5,S.02.01.02      ,GAC0020         ,R0760           ,K4, ,0
449,2016003,DUMMY5,S.02.01.02      ,GAC0020         ,R0770           ,K4, ,11953030.8
450,2016003,DUMMY5,S.02.01.02      ,GAC0020         ,R0780           ,K4, ,0
451,2016003,DUMMY5,S.02.01.02      ,GAC0020         ,R0790           ,K4, ,0
452,2016003,DUMMY5,S.02.01.02      ,GAC0020         ,R0800           ,K4, ,0
453,2016003,DUMMY5,S.02.01.02      ,GAC0020         ,R0810           ,K4, ,0
454,2016003,DUMMY5,S.02.01.02      ,GAC0020         ,R0820           ,K4, ,13680063.6
455,2016003,DUMMY5,S.02.01.02      ,GAC0020         ,R0830           ,K4, ,-11953030.8
456,2016003,DUMMY5,S.02.01.02      ,GAC0020         ,R0840           ,K4, ,0
457,2016003,DUMMY5,S.02.01.02      ,GAC0020         ,R0850           ,K4, ,0
458,2016003,DUMMY5,S.02.01.02      ,GAC0020         ,R0880           ,K4, ,0
459,2016003,DUMMY5,S.02.01.02      ,GAC0020         ,R0900           ,K4, ,94281502.95
460,2016003,DUMMY5,S.02.01.02      ,GAC0020         ,R1000           ,K4, ,80042636.2
461,2016006,DUMMY5,S.02.01.02      ,C0010           ,ER0801          ,K4, ,0
462,2016006,DUMMY5,S.02.01.02      ,C0010           ,ER0802          ,K4, ,0
463,2016006,DUMMY5,S.02.01.02      ,C0010           ,ER0803          ,K4, ,0
464,2016006,DUMMY5,S.02.01.02      ,C0010           ,ER0811          ,K4, ,0
465,2016006,DUMMY5,S.02.01.02      ,C0010           ,ER0812          ,K4, ,0
466,2016006,DUMMY5,S.02.01.02      ,C0010           ,ER0813          ,K4, ,0
467,2016006,DUMMY5,S.02.01.02      ,C0010           ,ER0814          ,K4, ,0
468,2016006,DUMMY5,S.02.01.02      ,C0010           ,ER0815          ,K4, ,3912199.2
469,2016006,DUMMY5,S.02.01.02      ,C0010           ,GAR0010         ,K4, ,0
470,2016006,DUMMY5,S.02.01.02      ,C0010           ,GAR0020         ,K4, ,0
471,2016006,DUMMY5,S.02.01.02      ,C0010           ,GAR0030         ,K4, ,0
472,2016006,DUMMY5,S.02.01.02      ,C0010           ,GAR0040         ,K4, ,3552039.528
473,2016006,DUMMY5,S.02.01.02      ,C0010           ,R0030           ,K4, ,0
474,2016006,DUMMY5,S.02.01.02      ,C0010           ,R0040           ,K4, ,3653546.4
475,2016006,DUMMY5,S.02.01.02      ,C0010           ,R0050           ,K4, ,0
476,2016006,DUMMY5,S.02.01.02      ,C0010           ,R0060           ,K4, ,86075543.09
477,2016006,DUMMY5,S.02.01.02      ,C0010           ,R0070           ,K4, ,599444094.9
478,2016006,DUMMY5,S.02.01.02      ,C0010           ,R0080           ,K4, ,0
479,2016006,DUMMY5,S.02.01.02      ,C0010           ,R0090           ,K4, ,3552039.528
480,2016006,DUMMY5,S.02.01.02      ,C0010           ,R0100           ,K4, ,0
481,2016006,DUMMY5,S.02.01.02      ,C0010           ,R0110           ,K4, ,0
482,2016006,DUMMY5,S.02.01.02      ,C0010           ,R0120           ,K4, ,0
483,2016006,DUMMY5,S.02.01.02      ,C0010           ,R0130           ,K4, ,592312123.7
484,2016006,DUMMY5,S.02.01.02      ,C0010           ,R0140           ,K4, ,592312123.7
485,2016006,DUMMY5,S.02.01.02      ,C0010           ,R0150           ,K4, ,0
486,2016006,DUMMY5,S.02.01.02      ,C0010           ,R0160           ,K4, ,0
487,2016006,DUMMY5,S.02.01.02      ,C0010           ,R0170           ,K4, ,0
488,2016006,DUMMY5,S.02.01.02      ,C0010           ,R0180           ,K4, ,0
489,2016006,DUMMY5,S.02.01.02      ,C0010           ,R0190           ,K4, ,0
490,2016006,DUMMY5,S.02.01.02      ,C0010           ,R0200           ,K4, ,0
491,2016006,DUMMY5,S.02.01.02      ,C0010           ,R0210           ,K4, ,3579931.674
492,2016006,DUMMY5,S.02.01.02      ,C0010           ,R0220           ,K4, ,425779.788
493,2016006,DUMMY5,S.02.01.02      ,C0010           ,R0230           ,K4, ,138115.146
494,2016006,DUMMY5,S.02.01.02      ,C0010           ,R0240           ,K4, ,138115.146
495,2016006,DUMMY5,S.02.01.02      ,C0010           ,R0250           ,K4, ,0
496,2016006,DUMMY5,S.02.01.02      ,C0010           ,R0260           ,K4, ,0
497,2016006,DUMMY5,S.02.01.02      ,C0010           ,R0270           ,K4, ,104525061.5
498,2016006,DUMMY5,S.02.01.02      ,C0010           ,R0280           ,K4, ,104195650.4
499,2016006,DUMMY5,S.02.01.02      ,C0010           ,R0290           ,K4, ,104176695.3
500,2016006,DUMMY5,S.02.01.02      ,C0010           ,R0300           ,K4, ,18955.044
501,2016006,DUMMY5,S.02.01.02      ,C0010           ,R0310           ,K4, ,329411.16
502,2016006,DUMMY5,S.02.01.02      ,C0010           ,R0320           ,K4, ,0
503,2016006,DUMMY5,S.02.01.02      ,C0010           ,R0330           ,K4, ,329411.16
504,2016006,DUMMY5,S.02.01.02      ,C0010           ,R0340           ,K4, ,0
505,2016006,DUMMY5,S.02.01.02      ,C0010           ,R0350           ,K4, ,0
506,2016006,DUMMY5,S.02.01.02      ,C0010           ,R0360           ,K4, ,25973061.96
507,2016006,DUMMY5,S.02.01.02      ,C0010           ,R0370           ,K4, ,2657965.896
508,2016006,DUMMY5,S.02.01.02      ,C0010           ,R0380           ,K4, ,23664098.56
509,2016006,DUMMY5,S.02.01.02      ,C0010           ,R0390           ,K4, ,0
510,2016006,DUMMY5,S.02.01.02      ,C0010           ,R0400           ,K4, ,0
511,2016006,DUMMY5,S.02.01.02      ,C0010           ,R0410           ,K4, ,34016422.33
512,2016006,DUMMY5,S.02.01.02      ,C0010           ,R0420           ,K4, ,11157211.41
513,2016006,DUMMY5,S.02.01.02      ,C0010           ,R0500           ,K4, ,891730901
514,2016006,DUMMY5,S.02.01.02      ,C0010           ,R0510           ,K4, ,442099895.7
515,2016006,DUMMY5,S.02.01.02      ,C0010           ,R0520           ,K4, ,442146633.9
516,2016006,DUMMY5,S.02.01.02      ,C0010           ,R0530           ,K4, ,0
517,2016006,DUMMY5,S.02.01.02      ,C0010           ,R0540           ,K4, ,429099505.8
518,2016006,DUMMY5,S.02.01.02      ,C0010           ,R0550           ,K4, ,13047128.05
519,2016006,DUMMY5,S.02.01.02      ,C0010           ,R0560           ,K4, ,-46738.2
520,2016006,DUMMY5,S.02.01.02      ,C0010           ,R0570           ,K4, ,0
521,2016006,DUMMY5,S.02.01.02      ,C0010           ,R0580           ,K4, ,-36731.424
522,2016006,DUMMY5,S.02.01.02      ,C0010           ,R0590           ,K4, ,-10006.776
523,2016006,DUMMY5,S.02.01.02      ,C0010           ,R0600           ,K4, ,135017090.9
524,2016006,DUMMY5,S.02.01.02      ,C0010           ,R0610           ,K4, ,0
525,2016006,DUMMY5,S.02.01.02      ,C0010           ,R0620           ,K4, ,0
526,2016006,DUMMY5,S.02.01.02      ,C0010           ,R0630           ,K4, ,0
527,2016006,DUMMY5,S.02.01.02      ,C0010           ,R0640           ,K4, ,0
528,2016006,DUMMY5,S.02.01.02      ,C0010           ,R0650           ,K4, ,135017090.9
529,2016006,DUMMY5,S.02.01.02      ,C0010           ,R0660           ,K4, ,0
530,2016006,DUMMY5,S.02.01.02      ,C0010           ,R0670           ,K4, ,130341051.5
531,2016006,DUMMY5,S.02.01.02      ,C0010           ,R0680           ,K4, ,4676039.4
532,2016006,DUMMY5,S.02.01.02      ,C0010           ,R0690           ,K4, ,466764.48
533,2016006,DUMMY5,S.02.01.02      ,C0010           ,R0700           ,K4, ,0
534,2016006,DUMMY5,S.02.01.02      ,C0010           ,R0710           ,K4, ,462950.28
535,2016006,DUMMY5,S.02.01.02      ,C0010           ,R0720           ,K4, ,3814.2
536,2016006,DUMMY5,S.02.01.02      ,C0010           ,R0740           ,K4, ,0
537,2016006,DUMMY5,S.02.01.02      ,C0010           ,R0750           ,K4, ,0
538,2016006,DUMMY5,S.02.01.02      ,C0010           ,R0760           ,K4, ,0
539,2016006,DUMMY5,S.02.01.02      ,C0010           ,R0770           ,K4, ,78322072.93
540,2016006,DUMMY5,S.02.01.02      ,C0010           ,R0780           ,K4, ,0
541,2016006,DUMMY5,S.02.01.02      ,C0010           ,R0790           ,K4, ,0
542,2016006,DUMMY5,S.02.01.02      ,C0010           ,R0800           ,K4, ,0
543,2016006,DUMMY5,S.02.01.02      ,C0010           ,R0810           ,K4, ,3912199.2
544,2016006,DUMMY5,S.02.01.02      ,C0010           ,R0820           ,K4, ,11229881.02
545,2016006,DUMMY5,S.02.01.02      ,C0010           ,R0830           ,K4, ,44222124.4
546,2016006,DUMMY5,S.02.01.02      ,C0010           ,R0840           ,K4, ,17598091.54
547,2016006,DUMMY5,S.02.01.02      ,C0010           ,R0850           ,K4, ,21972060
548,2016006,DUMMY5,S.02.01.02      ,C0010           ,R0860           ,K4, ,0
549,2016006,DUMMY5,S.02.01.02      ,C0010           ,R0870           ,K4, ,21972060
550,2016006,DUMMY5,S.02.01.02      ,C0010           ,R0880           ,K4, ,3122382.018
551,2016006,DUMMY5,S.02.01.02      ,C0010           ,R0900           ,K4, ,757962562.1
552,2016006,DUMMY5,S.02.01.02      ,C0010           ,R1000           ,K4, ,133768338.9
553,2016006,DUMMY5,S.02.01.02      ,GAC0010         ,ER0801          ,K4, ,0
554,2016006,DUMMY5,S.02.01.02      ,GAC0010         ,ER0802          ,K4, ,0
555,2016006,DUMMY5,S.02.01.02      ,GAC0010         ,ER0803          ,K4, ,0
